Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-10503,25/09/2023,30/09/2023,Second Class,Ahmed Khan,Consumer,NORTH,Islamabad,Technology,Accessories,Wireless Mouse,11,579.23,0.2,6371.53,456.85
ORD-10013,12/05/2024,14/05/2024,Same Day,Fatima Malik,Home Office,central,Faisalabad,Furniture,Furnishings,Wall Clock,2,594.79,0,1189.58,73.5
ORD-10637,06/02/2024,09/02/2024,First Class,Imran Raza,Home Office,South,Hyderabad,Office Supplies,Art,Highlighter Pack,7,355,0.15,2485,530.24
ORD-10895,26/03/2024,27/03/2024,Standard Class,Imran Butt,Corporate, South ,Karachi,Office Supplies,Labels,Shipping Labels,3,63.68,0.1,191.04,35.63
ORD-10789,20/07/2024,24/07/2024,Standard Class,,Corporate,EAST,Gujranwala,Office Supplies,Labels,Shipping Labels,8,672.34,0,5378.72,-452.15
ORD-11031,03/11/2024,10/11/2024,Standard Class,Usman Farooq,Home Office,west,Peshawar,Technology,Copiers,Desktop Copier,3,751.74,0.3,2255.22,-125.92
ORD-10020,08/09/2023,11/09/2023,Standard Class,Rabia Khan,Consumer,East,Gujranwala,Technology,Accessories,Keyboard,11,736.31,0,8099.41,2558.43
ORD-10510,03/09/2024,06/09/2024,Standard Class,Usman Farooq,Consumer,North,Rawalpindi,Furniture,Chairs,Folding Chair,6,897.08,0.2,5382.48,1795.62
ORD-10705,11/01/2024,16/01/2024,Second Class,Sana Chaudhry,Home Office,CENTRAL,Faisalabad,Furniture,Furnishings,Floor Mat,11,43.19,0.2,475.09,-57.71
ORD-11140,31/01/2023,01/02/2023,Standard Class,Ahmed Malik,Consumer,North,Rawalpindi,Technology,Phones,Cordless Phone,6,152.61,0.2,915.66,232.56
ORD-10900,25/01/2023,28/01/2023,Second Class,Adeel Ansari,Corporate, West,Peshawar,Technology,Machines,Laser Printer,8,771.48,0,6171.84,-696.1
ORD-10967,03/07/2024,06/07/2024,Standard Class,Fatima Malik,Corporate,EAST,Gujranwala,Furniture,Chairs,Stacking Chair,9,762.58,0,6863.22,-593.27
ORD-10445,02/12/2023,06/12/2023,Same Day,Ali Khan,Corporate,central,Multan,Technology,Phones,Office Desk Phone,8,661.46,0.15,5291.68,-704.8
ORD-10665,03/09/2024,09/09/2024,Second Class,Sara Iqbal,Corporate, North,Islamabad,Office Supplies,Storage,Filing Cabinet,4,557.76,0.2,2231.04,235.64
ORD-10228,18/12/2024,21/12/2024,Standard Class,Hassan Farooq,Home Office,central,Multan,Office Supplies,Labels,Shipping Labels,1,85.78,0,85.78,12.94
ORD-10277,13/04/2024,20/04/2024,Second Class,Mahnoor Malik,Corporate,SOUTH,Karachi,Office Supplies,Binders,Hanging Binder,8,414.36,0.15,3314.88,1087.6
ORD-11144,22/01/2024,25/01/2024,First Class,Bilal Iqbal,Home Office,East,Gujranwala,Technology,Accessories,Keyboard,7,508.89,0,3562.23,201.22
ORD-10642,05/05/2023,09/05/2023,First Class,Ayesha Qureshi,Home Office,central,Multan,Technology,Copiers,Multifunction Copier,3,348.64,0.2,1045.92,210.62
ORD-10017,18/11/2023,19/11/2023,Second Class,Rabia Malik,Corporate,Nort,Islamabad,Technology,Machines,Laser Printer,3,66.33,0,198.99,37.33
ORD-11141,05/12/2024,07/12/2024,Standard Class,,Home Office,West,Peshawar,Technology,Accessories,USB Cable,12,139.05,0,1668.6,10.72
ORD-11021,23/09/2024,24/09/2024,Standard Class,Ahmed Chaudhry,Consumer,North,Rawalpindi,Furniture,Chairs,Folding Chair,8,346.37,0.15,2770.96,916.09
ORD-10761,24/05/2023,29/05/2023,Same Day,Nida Butt,Consumer,East,Gujranwala,Furniture,Bookcases,5-Shelf Bookcase,7,604.72,0.1,4233.04,1074.09
ORD-11186,26/08/2024,31/08/2024,Same Day,Hassan Qureshi,Consumer,South,Karachi,Office Supplies,Labels,Shipping Labels,9,309.42,0.3,2784.78,266.37
ORD-11159,25/08/2023,29/08/2023,Second Class,Fatima Butt,Consumer,Centeral,Faisalabad,Furniture,Tables,Corner Table,12,146.12,0,1753.44,268.77
ORD-11124,06/03/2023,11/03/2023,Same Day,Tariq Qureshi,Home Office,north,Islamabad,Office Supplies,Paper,Notebook,10,720.1,0.15,7201,2238.89
ORD-10115,26/03/2024,30/03/2024,Second Class,Rabia Chaudhry,Home Office,East,Gujranwala,Technology,Copiers,Multifunction Copier,2,655.74,0,1311.48,85.64
ORD-10416,26/10/2023,02/11/2023,First Class,Rabia Malik,Consumer,Central,Faisalabad,Office Supplies,Binders,3-Ring Binder,5,230.59,0.15,1152.95,-10.97
ORD-10649,17/01/2024,22/01/2024,Standard Class,Nida Khan,Home Office,central,Faisalabad,Furniture,Bookcases,Wall-Mount Bookcase,10,226.51,0,2265.1,-198.63
ORD-10426,07/02/2024,09/02/2024,Standard Class,Adeel Malik,Home Office,West,Quetta,Technology,Copiers,Desktop Copier,8,645.28,0,5162.24,-684.36
ORD-10530,14/05/2024,18/05/2024,Same Day,Ahmed Iqbal,Corporate, West,Quetta,Technology,Phones,Cordless Phone,10,287.69,0,2876.9,-46.25
ORD-11020,08/12/2023,10/12/2023,Second Class,Hassan Farooq,Consumer, West,Peshawar,Office Supplies,Art,Highlighter Pack,8,506.94,0,4055.52,1003.75
ORD-10262,15/05/2023,17/05/2023,Standard Class,Ali Iqbal,Home Office,Nort,Rawalpindi,Furniture,Chairs,Folding Chair,11,233.93,0.15,2573.23,415.75
ORD-10768,30/12/2023,01/01/2024,Standard Class,Rabia Ansari,Consumer, West,Peshawar,Furniture,Tables,Coffee Table,4,317.21,0.2,1268.84,142.78
ORD-10140,05/05/2023,10/05/2023,Same Day,Ali Chaudhry,Consumer,Centeral,Faisalabad,Office Supplies,Paper,Sticky Notes,12,75.73,0.1,908.76,161.75
ORD-11093,03/02/2024,05/02/2024,Second Class,Bilal Raza,Consumer, West,Peshawar,Technology,Accessories,Wireless Mouse,12,870.19,0.1,10442.28,1871.28
ORD-10285,10/06/2024,11/06/2024,Second Class,Bilal Butt,Consumer,West,Peshawar,Office Supplies,Labels,Shipping Labels,10,762.18,0,7621.8,116.47
ORD-10806,26/08/2023,29/08/2023,Second Class,Hina Iqbal,Corporate,WEST,Quetta,Technology,Copiers,Multifunction Copier,6,682.78,0,4096.68,-528.61
ORD-10586,06/04/2024,10/04/2024,First Class,Nida Khan,Consumer, West,Peshawar,Office Supplies,Storage,Filing Cabinet,3,400.31,0,1200.93,207.37
ORD-10220,14/12/2024,19/12/2024,Second Class,Kamran Iqbal,Consumer,north,Islamabad,Furniture,Chairs,Mesh Task Chair,9,48.81,0,439.29,-8.75
ORD-10877,30/10/2024,03/11/2024,Same Day,Usman Butt,Consumer, West,Quetta,Technology,Phones,Cordless Phone,10,559.83,0,5598.3,838.54
ORD-10929,19/09/2024,24/09/2024,Second Class,Hassan Sheikh,Consumer,North,Islamabad,Furniture,Tables,Corner Table,7,708.75,0.2,4961.25,295.22
ORD-10760,22/05/2023,27/05/2023,Same Day,Sana Iqbal,Consumer,WEST,Peshawar,Office Supplies,Storage,Filing Cabinet,7,417.85,0.15,2924.95,-400.1
ORD-10525,05/04/2024,10/04/2024,Same Day,Adeel Chaudhry,Consumer,east,Sialkot,Furniture,Tables,Round Conference Table,11,100.17,0.15,1101.87,-155.41
ORD-10164,15/05/2024,21/05/2024,Standard Class,Bilal Ansari,Home Office, West,Quetta,Technology,Accessories,USB Cable,8,169.72,0.15,1357.76,468.65
ORD-10493,21/12/2024,26/12/2024,Second Class,Tariq Qureshi,Corporate, South ,Karachi,Technology,Copiers,Multifunction Copier,-7,841.5,0.2,5890.5,962.39
ORD-10108,21/05/2023,22/05/2023,Same Day,Adeel Khan,Consumer,east,Sialkot,Technology,Copiers,Multifunction Copier,2,22.01,0,44.02,11.77
ORD-10778,07/03/2024,10/03/2024,Standard Class,Ali Sheikh,Corporate,SOUTH,Karachi,Furniture,Tables,Coffee Table,8,70.26,0.15,562.08,169.84
ORD-10411,23/03/2024,25/03/2024,Same Day,Adeel Iqbal,Corporate,north,,Office Supplies,Art,Highlighter Pack,10,165.92,0.15,1659.2,102.97
ORD-11027,05/11/2024,08/11/2024,Second Class,Hassan Qureshi,Home Office,central,Faisalabad,Technology,Accessories,Wireless Mouse,7,338.04,0,2366.28,552.9
ORD-10099,28/03/2023,02/04/2023,Same Day,Rabia Ansari,Corporate,South,Karachi,Technology,Copiers,Multifunction Copier,10,147.08,,1470.8,454.43
ORD-10573,29/01/2024,02/02/2024,Standard Class,Rabia Raza,Home Office,West,Peshawar,Technology,Phones,Office Desk Phone,10,177.27,0,1772.7,-255.01
ORD-11086,21/01/2024,28/01/2024,Second Class,Tariq Iqbal,Consumer,North,Lahore,Furniture,Chairs,Mesh Task Chair,8,807.44,0.3,6459.52,1641.04
ORD-10960,28/07/2024,01/08/2024,Second Class,Ali Ansari,Home Office,Centeral,Faisalabad,Office Supplies,Storage,Storage Bin,1,173.33,0,173.33,0.62
ORD-10363,29/03/2023,02/04/2023,Second Class,fatima farooq,Consumer,Centeral,Multan,Furniture,Furnishings,Floor Mat,7,588.76,0,4121.32,538.18
ORD-10941,22/06/2023,25/06/2023,Standard Class,Tariq Chaudhry,Consumer,North,Lahore,Technology,Accessories,Keyboard,9,486.74,0.1,4380.66,697.56
ORD-10578,30/09/2024,02/10/2024,Standard Class,Nida Butt,Consumer, South ,Hyderabad,Technology,Copiers,Desktop Copier,1,329.72,0,329.72,9.54
ORD-10694,26/02/2024,03/03/2024,Same Day,Ali Khan,Corporate,east,Sialkot,Office Supplies,Binders,3-Ring Binder,10,677.26,0.15,6772.6,-472.9
ORD-10170,17/02/2023,18/02/2023,Standard Class,Fatima Qureshi,Corporate,EAST,Sialkot,Furniture,Bookcases,5-Shelf Bookcase,3,678.27,,2034.81,529.97
ORD-10523,13/03/2024,16/03/2024,First Class,Faisal Malik,Corporate,Central,Multan,Furniture,Chairs,Stacking Chair,8,596.47,0.15,4771.76,1223.54
ORD-10956,02/06/2023,09/06/2023,Standard Class,Omar Malik,Corporate,West,Quetta,Technology,Phones,Office Desk Phone,6,616.31,0.15,3697.86,403.97
ORD-10815,06/02/2024,11/02/2024,Same Day,Ayesha Chaudhry,Consumer,EAST,Gujranwala,Office Supplies,Binders,3-Ring Binder,7,872.58,0,6108.06,-160.65
ORD-10572,03/10/2024,07/10/2024,Standard Class,Nida Iqbal,Corporate,North,Rawalpindi,Furniture,Chairs,Folding Chair,2,557.49,0.1,1114.98,-37.29
ORD-10474,03/04/2023,05/04/2023,Standard Class,Adeel Sheikh,Home Office,EAST,Gujranwala,Office Supplies,Paper,Notebook,9,515.36,0,4638.24,1204.98
ORD-10316,03/02/2024,09/02/2024,Same Day,Sara Malik,Corporate,North,Lahore,Office Supplies,Labels,Shipping Labels,5,203.48,0,1017.4,157.2
ORD-10484,16/03/2024,17/03/2024,Second Class,Ali Khan,Corporate, West,Peshawar,Office Supplies,Art,Pen Set,3,503.22,0.3,1509.66,361.85
ORD-10744,27/06/2024,01/07/2024,Standard Class,Faisal Sheikh,Corporate,east,Sialkot,Technology,Phones,Office Desk Phone,3,360.25,0.1,1080.75,112.36
ORD-10023,19/03/2023,25/03/2023,Standard Class,Bilal Khan,Corporate,South,Hyderabad,Technology,Machines,Label Maker,5,331.36,0.3,1656.8,556.85
ORD-10283,24/10/2024,29/10/2024,First Class,NIDA IQBAL,Consumer,west,Peshawar,Technology,Phones,Office Desk Phone,11,284.83,0.15,3133.13,-385.68
ORD-10668,10/10/2024,12/10/2024,First Class,Faisal Khan,Home Office,SOUTH,Hyderabad,Office Supplies,Binders,Hanging Binder,5,103.5,0,517.5,-5.03
ORD-10673,04/04/2024,10/04/2024,First Class,Rabia Khan,Consumer, North,Lahore,Office Supplies,Art,Highlighter Pack,3,541.24,0.2,1623.72,541.91
ORD-10777,18/03/2023,23/03/2023,Standard Class,Tariq Malik,Corporate,central,Faisalabad,Office Supplies,Labels,Address Labels,10,426.53,0,4265.3,753.32
ORD-11085,30/08/2023,03/09/2023,First Class,Omar Sheikh,Home Office, West,Quetta,Office Supplies,Art,Marker Set,10,725.05,0,7250.5,-510.46
ORD-10186,04/11/2024,08/11/2024,Standard Class,Nida Khan,Home Office,West,Quetta,Office Supplies,Labels,Shipping Labels,12,197.24,0,2366.88,535.3
ORD-10452,28/06/2024,04/07/2024,First Class,Sara Sheikh,Consumer,CENTRAL,Faisalabad,Technology,Accessories,Keyboard,8,83.14,0.1,665.12,198.85
ORD-10534,25/09/2023,28/09/2023,First Class,Ayesha Qureshi,Corporate,south,Karachi,Furniture,Bookcases,Wall-Mount Bookcase,4,113.02,0,452.08,42.13
ORD-10390,29/02/2024,04/03/2024,First Class,Fatima Chaudhry,Consumer,NORTH,Islamabad,Technology,Machines,Laser Printer,5,712.22,0,3561.1,0.51
ORD-10953,16/02/2024,18/02/2024,Standard Class,Rabia Chaudhry,Home Office,SOUTH,Karachi,Office Supplies,Art,Marker Set,1,791.97,0,791.97,270.07
ORD-10123,11/08/2024,12/08/2024,Second Class,  Rabia Raza  ,Consumer,SOUTH,Karachi,Office Supplies,Art,Highlighter Pack,3,790.77,0.3,2372.31,298.08
ORD-10606,01/01/2024,04/01/2024,First Class,Nida Sheikh,Consumer,South,Hyderabad,Technology,Accessories,USB Cable,8,201.99,0.2,1615.92,416.17
ORD-10828,26/05/2024,29/05/2024,Second Class,  Ayesha Iqbal  ,Home Office,SOUTH,Hyderabad,Technology,Copiers,Desktop Copier,12,74.37,0,892.44,203.87
ORD-11067,15/07/2024,19/07/2024,Same Day,Sara Malik,Home Office,west,Quetta,Furniture,Tables,Round Conference Table,5,736.47,0,3682.35,430.75
ORD-10699,13/11/2023,14/11/2023,,Nida Raza,Home Office,east,Gujranwala,Technology,Machines,Label Maker,3,633.88,0,1901.64,29.78
ORD-10933,19/06/2024,20/06/2024,First Class,Imran Iqbal,Home Office,Nort,Rawalpindi,Office Supplies,Paper,Notebook,7,55.7,0,389.9,110.18
ORD-10954,18/01/2024,19/01/2024,Second Class,Omar Khan,Consumer,South,Karachi,Furniture,Bookcases,Wall-Mount Bookcase,10,509.21,0.3,5092.1,-587.15
ORD-10872,03/02/2023,09/02/2023,Same Day,Fatima Ansari,Consumer,Central,Faisalabad,Technology,Accessories,USB Cable,6,277.11,0.3,1662.66,12.75
ORD-11016,19/08/2024,23/08/2024,First Class,Hassan Iqbal,Corporate,NORTH,Rawalpindi,Furniture,Bookcases,Corner Bookcase,4,141.27,0,565.08,173.82
ORD-10231,13/05/2024,19/05/2024,Same Day,Omar Chaudhry,Home Office,East,Gujranwala,Furniture,Tables,Corner Table,3,164.05,0,492.15,159.65
ORD-10147,02/04/2024,09/04/2024,Same Day,Kamran Sheikh,Home Office,east,Gujranwala,Technology,Phones,Office Desk Phone,1,602.67,0.1,602.67,2.05
ORD-10961,18/11/2023,24/11/2023,Same Day,Fatima Raza,Home Office,Nort,Lahore,Furniture,Bookcases,Wall-Mount Bookcase,9,51.93,0.3,467.37,89.77
ORD-10167,15/12/2024,21/12/2024,Same Day,Fatima Qureshi,Consumer,west,Quetta,Furniture,Tables,Rectangular Desk,9,230.91,0,2078.19,-33.95
ORD-10224,14/10/2023,18/10/2023,Same Day,Faisal Ansari,Consumer,South,Karachi,Technology,Accessories,Wireless Mouse,8,59.58,0,476.64,19.78
ORD-10855,11/11/2023,12/11/2023,Same Day,Usman Butt,Consumer,south,Karachi,Office Supplies,Binders,Hanging Binder,11,502.04,0.3,5522.44,205.04
ORD-10070,31/08/2023,04/09/2023,Standard Class,Nida Chaudhry,Home Office,CENTRAL,Faisalabad,Technology,Accessories,USB Cable,1,511.51,0.2,511.51,122.33
ORD-10947,23/12/2023,29/12/2023,Second Class,Sana Qureshi,Consumer,central,Faisalabad,Office Supplies,Labels,Address Labels,8,449.93,0.1,3599.44,-423.55
ORD-10451,19/08/2023,22/08/2023,Same Day,Kamran Raza,Home Office,east,Gujranwala,Office Supplies,Binders,3-Ring Binder,8,440.17,0.15,3521.36,932.39
ORD-10171,16/06/2023,21/06/2023,Second Class,Sara Ansari,Consumer, South ,Hyderabad,Office Supplies,Paper,Notebook,12,877.02,0,10524.24,-1064.6
ORD-10318,06/06/2024,11/06/2024,Same Day,Ahmed Butt,Corporate,south,Karachi,Office Supplies,Paper,Notebook,2,897.15,0.3,1794.3,89.21
ORD-10168,18/01/2024,22/01/2024,Standard Class,Ali Malik,Home Office,west,Quetta,Office Supplies,Binders,Hanging Binder,7,344.44,0.15,2411.08,212.18
ORD-10306,05/12/2023,11/12/2023,Second Class,Mahnoor Butt,Home Office, North,Rawalpindi,Office Supplies,Art,Marker Set,11,750.86,0,8259.46,-232.63
ORD-10483,07/11/2024,14/11/2024,Standard Class,Imran Farooq,Consumer,Centeral,Faisalabad,Furniture,Bookcases,Corner Bookcase,9,239.19,0,2152.71,548.38
ORD-10358,07/12/2024,14/12/2024,First Class,Kamran Butt,Corporate,EAST,Sialkot,Furniture,Chairs,Stacking Chair,3,242.16,0.15,726.48,-18.21
ORD-11187,12/03/2024,19/03/2024,Standard Class,Hina Iqbal,Corporate,south,Karachi,Technology,Machines,Shredder,1,307.93,0.15,307.93,69.33
ORD-11039,07/09/2024,10/09/2024,Second Class,Imran Sheikh,Corporate,,Quetta,Furniture,Tables,Corner Table,1,351.64,0.2,351.64,89.11
ORD-10042,29/08/2024,04/09/2024,First Class,Ali Raza,Consumer,South,Hyderabad,Technology,Phones,Cordless Phone,9,388.4,0,3495.6,-403.82
ORD-10825,13/07/2024,19/07/2024,First Class,Usman Farooq,Consumer, North,Lahore,Technology,Phones,Office Desk Phone,6,431.74,0,2590.44,444.03
ORD-10946,10/12/2024,12/12/2024,Second Class,Rabia Farooq,Home Office,EAST,Sialkot,Technology,Machines,Laser Printer,9,285.57,0.3,2570.13,676.32
ORD-10132,22/02/2023,27/02/2023,Standard Class,Nida Ansari,Consumer,central,Faisalabad,Technology,Accessories,USB Cable,8,689.14,0,5513.12,1448.05
ORD-10893,13/05/2024,16/05/2024,First Class,Fatima Qureshi,Corporate,Central,Faisalabad,Furniture,Furnishings,Floor Mat,11,554.9,0.1,6103.9,2112.67
ORD-10038,19/06/2023,26/06/2023,Same Day,Sara Iqbal,Corporate,west,Quetta,Office Supplies,Labels,Address Labels,3,780.83,0,2342.49,-292.48
ORD-10871,25/07/2024,26/07/2024,First Class,Sana Farooq,Corporate,east,Gujranwala,Office Supplies,Art,Marker Set,4,481.36,0,1925.44,359.08
ORD-10399,09/07/2024,12/07/2024,Standard Class,Usman Butt,Consumer,CENTRAL,Faisalabad,Furniture,Bookcases,Corner Bookcase,2,283.68,0,567.36,68.25
ORD-10350,09/07/2023,10/07/2023,Second Class,Tariq Iqbal,Home Office,CENTRAL,Multan,Office Supplies,Binders,Hanging Binder,4,474.04,0.1,1896.16,441.55
ORD-10270,17/09/2024,21/09/2024,First Class,Imran Malik,Consumer,EAST,Sialkot,Technology,Machines,Label Maker,7,399.42,0,2795.94,-53.66
ORD-10541,18/02/2024,22/02/2024,Second Class,Omar Malik,Home Office, South ,Hyderabad,Technology,Copiers,Desktop Copier,1,486,0.1,486,103.3
ORD-11091,23/03/2023,24/03/2023,Second Class,Bilal Malik,Home Office,Central,Multan,Furniture,Furnishings,Desk Lamp,5,694.48,0.2,3472.4,34.64
ORD-10166,24/09/2024,30/09/2024,Standard Class,Ahmed Khan,Home Office,Centeral,Faisalabad,Furniture,Chairs,Stacking Chair,9,651.36,0.15,5862.24,1985.77
ORD-10556,26/05/2023,30/05/2023,Same Day,Usman Qureshi,Consumer,east,Gujranwala,Furniture,Chairs,Mesh Task Chair,10,216.66,0.15,2166.6,490.07
ORD-10071,23/05/2024,30/05/2024,Standard Class,Bilal Malik,Home Office,East,Gujranwala,Furniture,Tables,Coffee Table,11,583.47,0,6418.17,1567.99
ORD-10367,19/06/2024,26/06/2024,Second Class,Ahmed Iqbal,Consumer,EAST,Gujranwala,Technology,Machines,Shredder,10,815.91,0.15,8159.1,-1046.48
ORD-10736,23/07/2024,30/07/2024,Standard Class,Sana Farooq,Consumer,east,Sialkot,Office Supplies,Storage,Storage Bin,11,870.6,0,9576.6,2600.41
ORD-10977,11/08/2023,17/08/2023,Same Day,Kamran Chaudhry,Corporate,south,Hyderabad,Office Supplies,Labels,Shipping Labels,4,356.58,0.1,1426.32,-136.46
ORD-11170,16/03/2024,20/03/2024,Standard Class,Imran Butt,Home Office,Central,Faisalabad,Technology,Phones,Cordless Phone,7,578.01,0.1,4046.07,938.27
ORD-10336,02/05/2024,06/05/2024,First Class,Mahnoor Iqbal,Corporate,,Faisalabad,Furniture,Tables,Corner Table,9,577.61,0.15,5198.49,25.11
ORD-10289,19/01/2024,24/01/2024,Standard Class,Fatima Raza,Home Office,Centeral,Faisalabad,Furniture,Bookcases,Corner Bookcase,9,78.7,0,708.3,
ORD-10004,12/10/2024,19/10/2024,Second Class,Zara Malik,Corporate,East,Gujranwala,Office Supplies,Paper,Notebook,10,573.31,0.15,5733.1,1230.11
ORD-10369,27/10/2023,03/11/2023,Same Day,Imran Qureshi,Home Office,west,Peshawar,Technology,Phones,Office Desk Phone,9,83.78,0,754.02,75.65
ORD-10617,19/02/2024,23/02/2024,Second Class,mahnoor malik,Consumer,WEST,Peshawar,Office Supplies,Storage,Storage Bin,7,797.07,0,5579.49,236.64
ORD-10462,28/07/2024,29/07/2024,Second Class,Faisal Iqbal,Corporate, South ,Hyderabad,Office Supplies,Storage,Storage Box,3,752.78,0.15,2258.34,-241.55
ORD-10410,12/07/2023,17/07/2023,Same Day,Bilal Butt,Home Office,WEST,Peshawar,Furniture,Bookcases,Corner Bookcase,1,69.21,0,69.21,-5.4
ORD-10389,30/07/2024,03/08/2024,Second Class,Fatima Khan,Home Office,Centeral,Faisalabad,Furniture,Tables,Coffee Table,2,26.47,0.2,52.94,13.15
ORD-11069,19/05/2023,21/05/2023,Second Class,Mahnoor Chaudhry,Consumer, North,Lahore,Furniture,Tables,Coffee Table,8,224.98,0,1799.84,369.16
ORD-10355,14/04/2024,20/04/2024,,Hina Butt,Home Office,West,Quetta,Furniture,Furnishings,Floor Mat,9,898.6,0.1,8087.4,2561.76
ORD-10326,22/12/2023,26/12/2023,First Class,Ahmed Khan,Home Office, South ,Karachi,Technology,Copiers,Multifunction Copier,11,193.62,0.15,2129.82,-212.19
ORD-11168,31/10/2023,07/11/2023,First Class,Tariq Raza,Home Office,Centeral,Multan,Technology,Accessories,USB Cable,10,348.77,0.15,3487.7,-90.33
ORD-11095,09/02/2023,16/02/2023,Second Class,Hina Khan,Consumer,NORTH,Rawalpindi,Office Supplies,Labels,Shipping Labels,2,437.1,0.3,874.2,292.54
ORD-10094,06/01/2024,07/01/2024,First Class,Rabia Malik,Consumer,,Quetta,Office Supplies,Labels,Shipping Labels,7,784.12,0.2,5488.84,108.44
ORD-10095,20/03/2023,25/03/2023,Second Class,Bilal Sheikh,Home Office,Nort,Rawalpindi,Furniture,Bookcases,Wall-Mount Bookcase,2,136.07,0,272.14,-17.21
ORD-10361,09/11/2023,14/11/2023,Same Day,Rabia Sheikh,Home Office,NORTH,Rawalpindi,Technology,Machines,Label Maker,3,50.22,0.2,150.66,52.53
ORD-10447,06/05/2024,12/05/2024,Same Day,Sana Butt,Home Office,East,Gujranwala,Technology,Phones,Office Desk Phone,12,367.8,0.3,4413.6,1261.3
ORD-10751,17/05/2024,23/05/2024,Same Day,Kamran Farooq,Consumer,EAST,Gujranwala,Technology,Copiers,Multifunction Copier,1,745.84,0,745.84,152.96
ORD-10984,21/08/2024,26/08/2024,Same Day,Hina Malik,Consumer, South ,Karachi,Office Supplies,Labels,Shipping Labels,6,66.66,0,399.96,64.8
ORD-10619,24/12/2024,30/12/2024,Standard Class,Zara Sheikh,Consumer,north,Islamabad,Technology,Copiers,Desktop Copier,10,522.62,0.2,5226.2,1415.04
ORD-10058,01/04/2023,04/04/2023,Same Day,Tariq Farooq,Home Office,east,Sialkot,Office Supplies,Labels,Address Labels,7,53.51,0.15,374.57,11.57
ORD-10548,23/02/2024,24/02/2024,Same Day,Bilal Malik,Consumer,NORTH,Rawalpindi,Office Supplies,Binders,Hanging Binder,6,277.91,0,1667.46,2.72
ORD-10664,14/02/2024,19/02/2024,First Class,Bilal Raza,Corporate,west,Quetta,Furniture,Chairs,Mesh Task Chair,9,17.22,0.2,154.98,-4.92
ORD-10626,15/01/2024,21/01/2024,Same Day,Adeel Khan,Home Office,east,Sialkot,Office Supplies,Art,Pen Set,6,786.4,0.3,4718.4,-471.42
ORD-10024,04/08/2023,10/08/2023,First Class,Usman Butt,Corporate,South,Hyderabad,Technology,Copiers,Desktop Copier,3,793.87,0,2381.61,-143.66
ORD-10812,25/07/2024,31/07/2024,Same Day,Fatima Chaudhry,Corporate,North,Lahore,Furniture,Furnishings,Desk Lamp,8,140.53,0.3,1124.24,-63.46
ORD-10770,05/11/2024,07/11/2024,Standard Class,Mahnoor Raza,Home Office,CENTRAL,Multan,Technology,Accessories,Keyboard,10,557.64,0.1,5576.4,-648.06
ORD-10244,03/08/2024,08/08/2024,Same Day,Tariq Raza,Consumer,Central,Multan,Technology,Phones,Office Desk Phone,7,241.4,0.2,1689.8,156.8
ORD-10025,16/11/2024,23/11/2024,Second Class,Ali Farooq,Consumer,SOUTH,Karachi,Technology,Phones,Office Desk Phone,4,183.62,0.1,734.48,18.24
ORD-10222,03/12/2024,09/12/2024,First Class,Sara Sheikh,Consumer,Nort,Rawalpindi,Office Supplies,Binders,3-Ring Binder,11,401.87,0,4420.57,-459.79
ORD-10620,05/04/2023,11/04/2023,Same Day,Hassan Iqbal,Home Office, West,Quetta,Technology,Machines,Label Maker,5,624.19,0.15,3120.95,1041.9
ORD-10105,25/11/2024,30/11/2024,Same Day,Hassan Sheikh,Corporate, West,Peshawar,Office Supplies,Labels,Shipping Labels,10,128.87,0,1288.7,-159.68
ORD-11104,02/02/2024,09/02/2024,Second Class,Hassan Butt,Corporate,SOUTH,Karachi,Technology,Phones,Smartphone X200,6,148.5,0.3,891,173.54
ORD-10130,17/11/2023,19/11/2023,First Class,Ahmed Malik,Consumer, South ,Hyderabad,Office Supplies,Storage,Filing Cabinet,7,457.37,0,3201.59,-135.84
ORD-10153,04/04/2024,11/04/2024,Second Class,Kamran Malik,Consumer, West,Quetta,Technology,Machines,Shredder,3,893.6,0.1,2680.8,306.74
ORD-10912,20/02/2023,24/02/2023,Standard Class,Ayesha Malik,Consumer, West,Quetta,Furniture,Furnishings,Floor Mat,-3,458.5,0.15,1375.5,291.96
ORD-11188,20/12/2024,25/12/2024,Same Day,Imran Khan,Home Office,Centeral,Faisalabad,Technology,Phones,Office Desk Phone,7,775.51,0.1,5428.57,
ORD-10742,26/12/2024,30/12/2024,First Class,Sana Qureshi,Corporate,South,Karachi,Furniture,Bookcases,Wall-Mount Bookcase,9,186.7,,1680.3,-94.14
ORD-10712,11/11/2024,18/11/2024,Same Day,Hina Malik,Consumer,East,Sialkot,Office Supplies,Paper,Sticky Notes,11,368.72,0.15,4055.92,856.38
ORD-10107,24/12/2023,25/12/2023,First Class,Nida Malik,Consumer,West,Peshawar,Technology,Accessories,USB Cable,6,205.96,0,1235.76,389.77
ORD-10075,26/01/2023,31/01/2023,Standard Class,Sana Chaudhry,Corporate,CENTRAL,Multan,Technology,Phones,Cordless Phone,11,370.42,0,4074.62,-518.81
ORD-10970,25/07/2023,31/07/2023,Same Day,Sara Sheikh,Consumer, North,Islamabad,Furniture,Bookcases,Corner Bookcase,3,566.36,0,1699.08,304.15
